"","G6_Skin_Fixed_24_A2","G6_Skin_Fixed_24_A3","G6_Skin_Fixed_24_A4","G6_Skin_Fixed_24_B1","G6_Skin_Fixed_24_B3","G6_Skin_Fixed_24_B4","G6_Skin_Fixed_24_C1","G6_Skin_Fixed_24_C2","G6_Skin_Fixed_24_C3","G6_Skin_Fixed_24_C4","G6_Skin_Fixed_24_D1","G6_Skin_Fixed_24_D2","G6_Skin_Fixed_24_D3","G6_Skin_Fixed_24_D4","G6_Skin_FL_2500_A2","G6_Skin_FL_2500_A4","G6_Skin_FL_2500_B1","G6_Skin_FL_2500_B2","G6_Skin_FL_2500_B3","G6_Skin_FL_2500_B4","G6_Skin_FL_2500_C1","G6_Skin_FL_2500_C2","G6_Skin_FL_2500_C3","G6_Skin_FL_2500_C4","G6_Skin_FL_2500_D1","G6_Skin_FL_2500_D2","G6_Skin_FL_2500_D3","G6_Skin_FL_2500_D4","G4_Feces_Fixed_24_A2","G4_Feces_Fixed_24_A3","G4_Feces_Fixed_24_A4","G4_Feces_Fixed_24_B1","G4_Feces_Fixed_24_B2","G4_Feces_Fixed_24_B3","G4_Feces_Fixed_24_B4","G4_Feces_Fixed_24_C1","G4_Feces_Fixed_24_C2","G4_Feces_Fixed_24_C3","G4_Feces_Fixed_24_C4","G4_Feces_Fixed_24_D1","G4_Feces_Fixed_24_D2","G4_Feces_Fixed_24_D3","G4_Feces_Fixed_24_D4","G4_Feces_FL_350_A2","G4_Feces_FL_350_A3","G4_Feces_FL_350_A4","G4_Feces_FL_350_B1","G4_Feces_FL_350_B2","G4_Feces_FL_350_C1","G4_Feces_FL_350_C2","G4_Feces_FL_350_C3","G4_Feces_FL_350_C4","G4_Feces_FL_350_D1","G4_Feces_FL_350_D2","G4_Feces_FL_350_D3","G4_Feces_FL_350_D4","G7_Soil_Fixed_24_A2","G7_Soil_Fixed_24_A3","G7_Soil_Fixed_24_A4","G7_Soil_Fixed_24_B2","G7_Soil_Fixed_24_B3","G7_Soil_Fixed_24_B4","G7_Soil_Fixed_24_C2","G7_Soil_Fixed_24_C3","G7_Soil_Fixed_24_C4","G7_Soil_Fixed_24_D2","G7_Soil_Fixed_24_D3","G7_Soil_Fixed_24_D4","G7_Soil_FL_5000_A1","G7_Soil_FL_5000_A2","G7_Soil_FL_5000_A4","G7_Soil_FL_5000_B3","G7_Soil_FL_5000_B4","G7_Soil_FL_5000_C2","G7_Soil_FL_5000_C3","G7_Soil_FL_5000_C4","G7_Soil_FL_5000_D2","G7_Soil_FL_5000_D3","G7_Soil_FL_5000_D4"
"o__Gaiellales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,2,0,2,0,1,1,1,4,1,0,2
"o__Microtrichales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,3,1,1,2,3,2,1,3,5,7,2,2,5,4,3,9,2,1,3
"o__Oscillospirales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"o__Pleosporales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,5,4,0,3,5,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"o__Polyangiales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"o__Rhizobiales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
"o__Saccharimonadales",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,6,8,8,11,6,10,10,6,11,7,2,9,4,5,7,2,9,2,3,3
"o__Solirubrobacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,2,0,0,1,1,0,2,2,1,1,0,1,0
"o__Sphingobacteriales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"o__Vicinamibacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,22,24,28,22,30,32,30,34,27,27,29,31,27,25,29,31,30,24,38,28,24
"p__Acidobacteriota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,0,1,0,3,1,3
"p__Actinobacteriota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,0,0,1,0,2,5,3,0,0,2,2,1,4,1,0,1,1
"p__Aenigmarchaeota",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p__Ascomycota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
"p__Chloroflexi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"p__Gemmatimonadota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p__Patescibacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"p__Planctomycetota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1,8,5,0,7,5,0,6,4,1,0,1,0,0,0,0,0,0,0,0,0
"Unassigned",273,56,10,139,37,2,194,146,38,0,185,143,57,5,94,0,103,41,21,1,116,46,14,0,61,30,4,0,454,44,1,851,358,48,2,1146,339,50,1,503,354,39,3,28,10,0,264,59,358,25,3,0,451,60,6,0,123,129,85,128,107,43,121,93,33,86,27,23,36,21,1,3,1,15,6,0,11,0,1
